ID,Last Contact,City State,Location,Sex,Missing Age From,Missing Age To,Current Age From,Current Age To,Ethnicity,Height,Weight,Hair Color,Left Eye Color,Right Eye Color,Clothing,Physical Features
MP26896,1981-06-13,"Lowellville, Ohio","(41.0353371, -80.53645929999999)",Female,19,19,63,63,White / Caucasian,66.0,130.0,Blond/Strawberry,,,Missing person wore a size 36B bra. No other details are known,"Scar/mark: Unspecified scar on one hand ""where the fingers meet the hand"""
MP29301,2015-01-21,"Warren, Ohio","(41.2629796, -80.7990185)",Female,38,38,48,48,White / Caucasian,68.0,243.0,Brown,Brown,Brown,"Pajama bottoms
Glasses
Silver Heart necklace",Tattoo: Heart with tribal tattoo on left leg
MP33911,2009-09-07,"Springfield, Ohio","(39.8895417, -83.8366958)",Female,37,37,52,52,White / Caucasian,60.0,100.0,Brown,Brown,Brown,,"Scar/mark: C-section scar on stomach
Tattoo: Feather tattoo with a dream catcher on left calf"
MP29290,2008-01-28,"Akron, Ohio","(41.0814447, -81.51900529999999)",Male,52,52,68,68,White / Caucasian,72.0,220.0,Brown,Blue,Blue,,"Scar/mark: Scar Right Forearm, tip right index finger"
MP32862,1995-12-24,"Dayton, Ohio","(39.7822504, -84.24368489999999)",Female,27,27,55,55,Black / African American,62.0,110.0,Brown,Brown,Brown,,
MP36839,2016-02-05,"Canton, Ohio","(40.7988285, -81.3770606)",Female,22,22,30,30,White / Caucasian,62.0,90.0,Brown,Blue,Blue,,"Scar/mark: Two moles on right back; Scar on right elbow
Tattoo: Tattoo of Captain James Marty Hall (fallen Canton firefighter) with angel wings on left hip
Other distinctive physical characteristic: Previous stitches near elbow (possibly right)"
MP3265,1993-02-17,"Glenpool, Oklahoma","(35.944592, -96.0097018)",Female,24,24,56,56,,62.0,100.0,Blond/Strawberry,Brown,Brown,"purse with personal items
""country-style clothing"" -
Black jacket (down-filled)
Blue jeans size (0-2)
Bra 30-32B
White roper-style cowboy boots
Wedding ring, watch","Piercing: both ears pierced
Scar/mark: Birthmark on upper back - small, dark
Scar on abdomen"
MP7770,1974-06-07,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Male,22,22,72,72,White / Caucasian,71.0,160.0,Brown,Blue,Blue,Shoe size 10B,"Deformity: Deviated septum, surgically repaired
Scar/mark: Scar on wrist, uncertain if right or left, from cut on wrist occurring when Soper was 2 years old
Other distinctive physical characteristic: Cleft in chin
Dimple, left cheek
Some freckles
Right handed"
MP8316,2008-09-12,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Male,34,34,51,51,Black / African American,74.0,230.0,Black,Brown,Brown,,Scar/mark: on top of right hand
MP9043,1998-03-14,"Strong City, Oklahoma","(35.6703258, -99.5995492)",Male,39,39,66,66,White / Caucasian,70.0,200.0,Brown,Gray,Gray,"Brown ballcap with a green bill with ACCO Feeds logo faded black Carharrt coat with a hood
green jeans
black/brown leather tennis shoes or hiking boots",Scar/mark: He had a small scar under one eye from having stitches.
MP8284,1984-10-22,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Female,18,18,58,58,White / Caucasian,66.0,115.0,Brown,Brown,Brown,,"Scar/mark: Has a small scar on the side of her forehead, near hairline."
MP8314,2007-06-18,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Male,53,53,71,71,White / Caucasian,70.0,140.0,Brown,Brown,Brown,,
MP9208,1999-01-03,"Fort Sill, Oklahoma","(34.6497113, -98.42262869999999)",Male,23,23,48,48,White / Caucasian,70.0,170.0,Brown,Brown,Brown,,"Scar/mark: Abdominal scar on mid-line from navel to pubic bone, two beauty marks above upper left lip, two additional beauty marks on both cheeks."
MP5849,1999-12-30,"Welch, Oklahoma","(36.8736854, -95.0957968)",Female,16,16,41,41,,65.0,130.0,Brown,Hazel,Hazel,"Maybe a blue shirt, blue jeans, white shoes or black boots.","Piercing: Pierced ears
Scar/mark: Mole under nose"
MP7377,2005-12-25,"Sand Springs, Oklahoma","(36.1398102, -96.108891)",Female,42,42,61,61,White / Caucasian,64.0,130.0,Brown,Blue,Blue,,Tattoo: cross on ankle
MP6083,1999-12-30,"Welch, Oklahoma","(36.8736854, -95.0957968)",Female,16,16,40,40,White / Caucasian,67.0,145.0,Brown,Blue,Blue,"Baseball cap
Possibly last seen wearing:  T-shirt, blue jeans, windbreaker.
White tennis shoes",Scar/mark: Scar on top of forehead.
MP7396,2009-07-29,"Tulsa, Oklahoma","(36.1592882, -95.99647829999999)",Female,22,22,37,37,Asian,58.0,95.0,Brown,Brown,Brown,,"Piercing: ears
Tattoo: possible skull on back says grandma betty
unknown tattoo on right calf
Other distinctive physical characteristic: forehead and back of head are flat"
MP4576,1976-06-23,"Pawhuska, Oklahoma","(36.6678426, -96.3372309)",Female,16,16,64,64,White / Caucasian,61.0,97.0,Brown,Brown,Brown,"blue jeans, peach blouse","Other distinctive physical characteristic: pierced ears, no broken bones or surgeries."
MP6998,1985-07-25,"Bethany, Oklahoma","(35.5186678, -97.63226390000001)",Female,18,18,58,58,White / Caucasian,59.0,90.0,Red/Auburn,Blue,Blue,,
MP6388,1989-02-14,"Midwest City, Oklahoma","(35.4571641, -97.3462545)",Female,16,16,52,52,Hispanic / Latino,63.0,110.0,Brown,Brown,Brown,Eyeglasses,Scar/mark: Scar on the left side her forehead
MP4457,1996-06-13,"Oklahoma City, Oklahoma","(35.3886049, -97.57347829999999)",Female,12,12,40,40,White / Caucasian,64.0,113.0,Brown,Hazel,Hazel,"White t-shirt with a ying-yang design with
a red and blue patch embroidered on the front, blue jean shorts
Ying-yang necklace.","Scar/mark: Crystal has a scar on her forehead, near her hairline."
MP6201,1994-09-12,"Choctaw, Oklahoma","(35.4975625, -97.2689212)",Male,6,6,36,36,White / Caucasian,46.0,45.0,Brown,Brown,Brown,"Carrying red and blue Aladdin backpack
Blue T-shirt with red sleeves, red and blue shorts
Black high top sneakers","Scar/mark: Scar on forehead
Other distinctive physical characteristic: Two crooked bottom teeth"
MP6272,1980-05-30,"Bryan County, Oklahoma","(33.902127, -96.3226072)",Male,2,2,46,46,White / Caucasian,28.0,35.0,Blond/Strawberry,Blue,Blue,,Scar/mark: surgical scar from left side of chest to the back
MP4403,1996-01-01,"Tulsa, Oklahoma","(36.1495215, -95.9753267)",Male,37,37,66,66,White / Caucasian,60.0,200.0,Brown,Green,Green,,
MP20529,2013-05-31,"Oklahoma City, Oklahoma","(35.4675602, -97.5164276)",Female,0,0,11,11,White / Caucasian,19.0,10.0,Brown,Brown,Brown,onesie,Scar/mark: mongolian spot on buttock
MP20214,2011-04-01,"Kellyville, Oklahoma","(35.9436968, -96.2136136)",Female,38,38,51,51,American Indian / Alaska Native,64.0,210.0,Brown,Brown,Brown,"Usually wore a watch, but no other jewelry
Usually wore baggy clothes, like sweats
Pierced ears","Piercing: several ear piercings
Tattoo: Left ankle - dragon
Right lower leg - heart/rose
Neck - tribal on back of neck
Right hand - dot 
Right back - Skull - Caleb/Dwayne"
MP21192,2013-07-07,"Wilson, Oklahoma","(34.1620385, -97.42585509999999)",Male,21,21,32,32,White / Caucasian,71.0,180.0,Brown,Blue,Blue,always wore a gray metal ring on left ring finger,"Tattoo: CMFH on right forearm, banner with ride or die on upper chest, colt45 on upper abdomen, swastika on back of right calf"
MP19066,2011-10-15,"Boley, Oklahoma","(35.4934062, -96.48362209999999)",Male,34,34,47,47,White / Caucasian,71.0,130.0,Brown,Hazel,Hazel,,"Scar/mark: neck, abdomen, pelvis
Tattoo: Left forearm - unicorn
left upper arm - tribal with ""Angel and Stone McArthur""
Back of right upper arm - ""Wood""
Back of left upper arm - ""Lowe"""
MP19818,2010-10-13,"Newcastle, Oklahoma","(35.2620934, -97.5897372)",Male,37,37,51,51,White / Caucasian,65.0,140.0,Brown,Brown,Brown,,"Scar/mark: scar on back and neck from being shot
Tattoo: none - disliked tattoos"
MP13816,1999-02-15,"Oklahoma City, Oklahoma","(35.6038323, -97.35165579999999)",Female,27,27,53,53,,59.0,135.0,Brown,Hazel,Hazel,"White shirt
Blue jeans, likely Levi's
did not wear glasses
Black boots (not cowboy style)
(or tennis shoes)
Small size
Barbell tongue ring
Several rings on both hands (unknown styles)
Bracelets - tribal and 'slave bands'","Piercing: Tongue piercing - barbell ring
Tattoo: Right ankle - 'tribal' lightning bolt (possibly two lightning bolts side by side, possibly blue and purple)
Other distinctive physical characteristic: Long fingernails"
MP14031,1967-07-06,"Oklahoma City, Oklahoma","(35.4675602, -97.5164276)",Female,5,5,62,62,White / Caucasian,40.0,40.0,Black,Brown,Brown,"Light green shorts and a blue-and-white striped pullover with white socks
Blue canvas sneakers","Other distinctive physical characteristic: birth date, height, weight unknown"
MP20932,1976-09-01,"Elmore City, Oklahoma","(34.6228594, -97.39641379999999)",Male,20,20,69,69,White / Caucasian,66.0,140.0,Brown,Gray,Gray,,"Tattoo: ""JD"" tattooed outer right forearm
bicep - an Indian with a feather and cattails/'Virgo' written below"
MP24198,1999-10-10,"Bixby, Oklahoma","(35.9420431, -95.88332349999999)",Female,35,35,60,60,White / Caucasian,61.0,115.0,Brown,Hazel,Hazel,"hippie-type clothing
boot cut Levi's
dingo boots","Scar/mark: right index fingertip removed - dogbite
freckles
Tattoo: Right hip - black heart"
MP21701,1958-05-31,"OKC/Moore, Oklahoma","(35.3395079, -97.48670279999999)",Female,19,19,85,85,White / Caucasian,65.0,115.0,Brown,Brown,Brown,"small white purse (6"" x 3-4"") - contains approx $35
Beige colored suit
high heels
wedding band with 13 engraved stars, engraved inside with ""DB to CH -5/17/58""
class ring on right hand - yellow colored with black stone, Class of 1956, PTHS (Proviso Township High School)","Scar/mark: inside of left wrist, oval shapped about 1"" x1"""
MP20432,2013-05-26,"Guthrie, Oklahoma","(35.9052051, -97.394882)",Male,32,32,43,43,White / Caucasian,72.0,250.0,Brown,Brown,Brown,"Tee shirt and jeans.
Glasses.","Finger and toe nails: He has fingernails filed down to points and a titanium metal claw point set into the acrylic of his left thumb nail.
Other distinctive physical characteristic: He wears glasses"
MP24414,2013-04-01,"Shawnee, Oklahoma","(35.3272928, -96.9253004)",Male,39,39,51,51,White / Caucasian,75.0,200.0,Brown,Hazel,Hazel,,"Tattoo: Flaming Sun on abdomen; Wizard on back; Skeleton on back; Heart With Wings on back; ""Christine"" on chest; Flames on left arm; Skull on left arm; Skull on Right arm"
MP26174,1990-03-08,"Oklahoma City, Oklahoma","(35.6038323, -97.35165579999999)",Female,26,26,61,61,White / Caucasian,62.0,105.0,Brown,Green,Green,"blue jeans
black/red shirt
grey shoes","Scar/mark: abdomen
right arm"
MP27001,2014-11-08,"Hinton, Oklahoma","(35.4714415, -98.3556162)",Male,47,47,57,57,,67.0,186.0,Black,Brown,Brown,"black and white striped beanie hat, a lighter in pocket
plain yellow T-shirt (size XL), blue jeans (size 36)
sneakers (size 9-10) with white socks","Piercing: Right ear pierced.
Scar/mark: scar lower right abdomen
Tattoo: the name ""Sheila"" on the right side of his neck, a unicorn on his stomach, the word ""Yahweh"" on right side of chest, with a heart below the word yahweh. ""Yahshua"" on left side of chest with a heart below the word yahshua, a naked lady on right bicep. A rose with half of a person's face on back, and birds on his shoulder blades. A portrait of his wife (female) on his left ribcage.
Other distinctive physical characteristic: missing front left tooth"
MP26093,1984-08-22,"Pocasset, Oklahoma","(35.1936734, -97.9525455)",Male,58,58,99,99,White / Caucasian,67.0,125.0,Gray or Partially Gray,Hazel,Hazel,"jump suit with zipper
brown lace-up boot",Scar/mark: 3 inch scar on right forearm
MP31702,2015-09-21,"Claremore, Oklahoma","(36.3125963, -95.61609)",Female,20,20,30,30,,63.0,120.0,Black,Brown,Brown,"black leather backpack purse
pink/purple shirt, baggy black shorts
black and white knee high socks
black and white Nike high top shoes",Deformity: right thumb
MP29930,2007-10-07,"Oklahoma, Oklahoma","(35.6038323, -97.35165579999999)",Male,33,33,50,50,Black / African American,69.0,175.0,Brown,Brown,Brown,,
MP28127,2015-03-05,"Geary, Oklahoma","(35.6311594, -98.31728539999999)",Male,53,53,63,63,White / Caucasian,73.0,290.0,Gray or Partially Gray,Hazel,Hazel,"work clothes
welding work boots (steel toed)(size 10-11)","Scar/mark: right upper abdomen
Tattoo: Large cross and roses on upper arm (unknown which arm, possibly left; tattoo covers another tattoo)"
MP28946,2015-04-05,"Oklahoma City, Oklahoma","(35.6038323, -97.35165579999999)",Female,32,32,42,42,Asian,56.0,80.0,Black,Brown,Brown,,Scar/mark: Mole lower left side of chin
MP31015,2015-10-12,"Wildlife Management Area, Oklahoma","(36.321728, -94.72060499999999)",Male,56,56,65,65,White / Caucasian,70.0,165.0,Brown,Blue,Blue,"Wallet and keys found in Delaware County, OK on 10/24/2015
Shoes found in Delaware County, OK on 10/24/2015","Scar/mark: Scars on his head and face; Scar on left forearm
Tattoo: Unknown tattoos on left arm, upper left arm, and upper right arm"
MP33998,2000-12-21,"Henryetta?, Oklahoma","(35.4398261, -95.98194289999999)",Male,26,26,50,50,White / Caucasian,73.0,180.0,Brown,Brown,Brown,"long wallet
Wrangler jeans, t-shirt or long-sleeved shirt
boots (size 11)","Scar/mark: Face - dog bit him on nose/cheek
Knee - traction for broken leg
Hip - rod in leg, removed
Scar on lip
Tattoo: left bicep - cow skull with Indian feathers hanging from it"
MP32845,1979-08-31,"Midwest City, Oklahoma","(35.4495065, -97.3967019)",Male,28,28,74,74,White / Caucasian,70.0,125.0,Brown,Hazel,Hazel,"Small cloth bag
usually jeans and dark t-shirts
flip flops mostly","Deformity: slight scoliosis discovered in Army.
Scar/mark: Small scar over right eyebrow from a fall on a coffee table as a toddler.  
Mole over his left eye.
Possible burn marks from shrapnel in is back."
MP37615,1988-09-27,"Kansas, Oklahoma","(36.2050851, -94.7977277)",Male,60,60,96,96,White / Caucasian,67.0,200.0,Brown,Blue,Blue,"plaid shirt, blue jeans, work boots
black rimmed glasses",
MP36355,1986-11-10,"Purcell, Oklahoma","(35.0136831, -97.3611394)",Male,55,55,93,93,White / Caucasian,70.0,262.0,Gray or Partially Gray,Brown,Brown,"brown wallet
medium blue knit s/s shirt with navy stripes across white t-shirt
 beige polyester pants
Tan corduroy coat
cap - 'JHCC' (Joseph Harp Correctional Center)
glasses - dark grey
black shoes and black socks
watch, wedding band","Scar/mark: discoloration of skin on lower part of both legs and ankles
scar - left side of chest above heart
moles - under right arm
cleft chin
right abdomen - vertical"
MP30843,1991-01-22,"Clinton, Oklahoma","(35.5156056, -98.9673069)",Female,41,41,74,74,White / Caucasian,63.0,125.0,Brown,Blue,Blue,"Blue stonewashed Levi's
Silky red shirt with black vertical stripes
Either a rabbit fur jacket or a blue stonewashed Levi jacket
Possible sneaker type shoes; commonly wears sandals",
MP39878,2015-01-12,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Male,74,74,84,84,,60.0,150.0,Gray or Partially Gray,Brown,Brown,blue navy jacket and navy blue jeans,"Artificial body part/aid: Dentures - upper and lower
Scar/mark: large mole above his right eye and another below"
MP38632,1991-10-03,"Chickasha, Oklahoma","(35.052565, -97.93643259999999)",Female,41,41,74,74,White / Caucasian,64.0,170.0,Brown,Brown,Brown,"red/blue/white checkered or plaid blouse - long sleeve (size Large)
blue jeans with brass buttons (size 10-12)
white canvas tennis shoes (size 8)
white gold engagement ring with 3-4 stones in a row","Piercing: ears (at least one in each ear)
Scar/mark: surgery related
Tattoo: right shoulder - rose"
MP21677,2011-06-10,"Grant, Oklahoma","(33.9430894, -95.5138162)",Female,33,33,47,47,White / Caucasian,68.0,190.0,Blond/Strawberry,Green,Green,"Blue and white baseball shirt
Jeans
Last seen wearing watch on left wrist.","Scar/mark: scar on her abdomen
Tattoo: tattoo of a dolphin on her back"
MP42096,2017-10-01,"Tulsa, Oklahoma","(36.1539816, -95.99277500000001)",Female,51,51,59,59,White / Caucasian,67.0,165.0,Brown,Green,Green,"Known to wear western ""Rockie"" type jeans.
Possibly wore eyeglasses at times. Possibly reading glasses.
Did not like to wear shoes. Did wear sandals or flip flops. All tennis shoes were always white.","Scar/mark: right side of nose, scar - upper middle of back.
Tattoo: left breast - rose
upper right back - bird
left arm
Also has numerous tattoos, a rose, a Pegasus on unk. calf, ""Joe"" unk. location."
MP43027,2016-07-04,"Okemah, Oklahoma","(35.4325854, -96.30500640000001)",Male,25,25,34,34,White / Caucasian,73.0,220.0,Brown,Brown,Brown,,"Scar/mark: scar - right shoulder
Scar/mark: Scar above eye unknown which eye.
Tattoo: Left shoulder - praying hands. 
Right chest plate he has ""SALLISAW.""
Left forearm he has flowers and banner with the names ""kristen Ryliegh Prayleigh Avis.""
On the back of one of his arms he has ""WALKER."""
MP43136,1983-08-02,"Lawton, Oklahoma","(34.6035669, -98.39592909999999)",Female,18,18,59,59,,66.0,115.0,Brown,Hazel,Hazel,"gold wedding band with solitary diamond ring
gold chain
blue jeans
Floating heart necklace","Scar/mark: right ankle/instep
hip
Scar/mark: right ankle - instep
hip
tongue
left foot, under toes"
MP43329,1990-04-25,"Enid, Oklahoma","(36.3955891, -97.8783911)",Female,37,37,71,71,White / Caucasian,66.0,150.0,Blond/Strawberry,Hazel,Hazel,"red flower blouse
cut off jean shorts
brown sandals",Scar/mark: possible scar on forehead
MP2652,1990-07-02,"Portland, Oregon","(45.515232, -122.6783853)",Female,19,19,54,54,,63.0,125.0,Brown,Brown,Brown,"LSW sweatpants, tube top (size S)
Wears size 7 1/2 shoes","Piercing: Ears
Scar/mark: Mole on right side of upper lip
Other distinctive physical characteristic: Child is biracial, she is Hispanic and White"
MP881,2006-01-09,"Eugene, Oregon","(44.0520691, -123.0867536)",Male,41,41,59,59,White / Caucasian,70.0,170.0,Brown,Brown,Brown,,"Tattoo: Dragon on right forearm. 
Unidentified tatoo on left forearm."
MP869,1978-02-23,"Eugene, Oregon","(44.0350489, -123.0473566)",Female,24,24,71,71,White / Caucasian,65.0,120.0,Blond/Strawberry,Blue,Blue,"Black turtleneck sweater, white pants, earth shoes, red and blue ski jacket
Earth shoes",
MP10892,1988-10-19,"Azalea, Oregon","(42.7903501, -123.1194618)",Female,31,31,67,67,White / Caucasian,68.0,130.0,Blond/Strawberry,Blue,Blue,,"Piercing: ears
Tattoo: Dove on right shoulder blade"
MP7936,1994-11-01,"Mill City, Oregon","(44.7540106, -122.4781385)",Male,30,30,60,60,White / Caucasian,70.0,145.0,Brown,Brown,Brown,,"Tattoo: Tattoo-knife rose flame on left forearm
Tattoo-cross on web between thumb left hand
Tattoo-purple reaperskull on chest
Tattoo- ""Lil GT"" left forearm"
MP7491,1985-08-01,"La Pine, Oregon","(43.67039949999999, -121.503636)",Female,35,35,74,74,White / Caucasian,60.0,145.0,Blond/Strawberry,Blue,Blue,,Scar/mark: Scar near anus. Scars on stomach.
MP8636,2010-07-12,"Portland, Oregon","(45.5419699, -122.6486134)",Male,57,57,72,72,White / Caucasian,65.0,135.0,Gray or Partially Gray,Green,Green,,
MP9265,1973-08-20,"Eugene, Oregon","(44.0520691, -123.0867536)",Female,24,24,75,75,White / Caucasian,61.0,115.0,Brown,Brown,Brown,Pink dress,
MP3075,2008-06-13,"Medford, Oregon","(42.3376195, -122.7855028)",Male,18,18,34,34,White / Caucasian,72.0,145.0,Brown,Blue,Blue,"He was also last seen wearing a blue hooded sweatshirt, sweat pants
Flip flops",
MP11763,1993-08-02,"Portland, Oregon","(45.5295528, -122.6463158)",Female,22,22,53,53,White / Caucasian,64.0,125.0,Brown,Blue,Blue,"Dressed in business clothing.  Purple blazer, black skirt, white blouse and white stockings.
Black pumps",
MP10996,2008-10-02,"Sweet Home, Oregon","(44.3976247, -122.7361959)",Male,49,49,65,65,White / Caucasian,68.0,170.0,Brown,Brown,Brown,"Black t-shirt and denim blue jeans
None
Black tennis shoes","Artificial body part/aid: False teeth upper and lower
Scar/mark: Scar neck
Tattoo: TAT L ARM, TAT L HND, TAT L SHLD, TAT L WRST, TAT LF ARM, TAT R ARM, TAT R SHLD, TAT RF ARM, TAT UR ARM"
MP11871,1995-02-05,"Glendale, Oregon","(42.73622839999999, -123.4233992)",Male,33,33,63,63,White / Caucasian,69.0,185.0,Brown,Blue,Blue,,"Tattoo: Upper right arm: Bull
Left forearm: Panther"
MP11859,2010-08-25,"Portland, Oregon","(45.48563720000001, -122.5946256)",Male,51,51,65,65,Hispanic / Latino,62.0,150.0,Black,Brown,Brown,,
MP13167,1974-10-18,"Myrtle Creek, Oregon","(43.0201173, -123.2931205)",Female,54,54,104,104,White / Caucasian,64.0,130.0,Gray or Partially Gray,,,,
MP13478,2009-09-09,"Eugene, Oregon","(44.0520691, -123.0867536)",Male,53,53,68,68,White / Caucasian,69.0,175.0,Brown,Hazel,Hazel,"Green backpack.
Blue jeans with blue and purple tie dyed t-shirt.
Tan tennis shoes.","Amputation: Missing parts of index, middle, and ring fingers on left hand.
Tattoo: Devil on left arm: ""Born to be Free"" written in tail of the devil.  Tatoo on upper right arm and right shoulder."
MP11874,2001-12-18,"Days Creek, Oregon","(42.9723883, -123.1729844)",Male,57,57,80,80,White / Caucasian,69.0,175.0,Brown,Brown,Brown,,
MP5777,1990-03-24,"Yachats, Oregon","(44.31123119999999, -124.1048418)",Male,16,16,51,51,White / Caucasian,67.0,128.0,Blond/Strawberry,Blue,Blue,,
MP6112,1991-03-18,"Glendale, Oregon","(42.73622839999999, -123.4233992)",Male,2,2,36,36,White / Caucasian,29.0,35.0,Brown,Brown,Brown,"Purple sweatshirt, grey pants
Black and white checkered tennis shoes",Other distinctive physical characteristic: Gap between teeth
MP13165,1974-10-18,"Myrtle Creek, Oregon","(43.0201173, -123.2931205)",Female,86,86,136,136,White / Caucasian,64.0,130.0,,,,,
MP13616,1989-01-01,"Portland, Oregon","(45.515232, -122.6783853)",Female,35,35,70,70,White / Caucasian,62.0,130.0,Blond/Strawberry,Blue,Blue,"Blue jeans, pink and white shirt, Gray sweatshirt, purple and blue jacket
Fur boots",
MP870,2004-10-17,"Tillamook, Oregon","(45.4562158, -123.8440137)",Male,31,31,51,51,White / Caucasian,70.0,175.0,Brown,Brown,Brown,"Dark brown Carhart type jacket, stone washed ""Levi's"" jeans, brown ""Copeland"" hiking boots, blue ""Nike"" baseball cap with Nike swoosh on front in a lighter blue
Brown ""Copeland"" hiking boots
Gold wedding band with 5 inset diamonds at a diagonal, silver ""Citizen"" watch with eco-drive","Piercing: Pierced left ear
Tattoo: Tattoo of a ""Phoenix"" on left shoulder, tattoo of a ""dolphin"" on right shoulder blade"
MP888,1986-08-24,"Eugene, Oregon","(44.0520691, -123.0867536)",Female,36,36,74,74,White / Caucasian,70.0,150.0,Blond/Strawberry,Blue,Blue,"Gold helmet
Striped shirt, gray pants and black leather jacket
Glasses with wire frames
Two tone black Nike athletic shoes","Scar/mark: Scar on right knee, scar on chin, scar on right eye, mole on chin, dimple on right cheek"
MP876,1999-07-02,"Portland, Oregon","(45.515232, -122.6783853)",Male,42,42,67,67,White / Caucasian,66.0,160.0,,Hazel,Hazel,,
MP874,1993-08-13,"Springfield, Oregon","(44.0462362, -123.0220289)",Male,30,30,61,61,White / Caucasian,68.0,155.0,Brown,Blue,Blue,,
MP6458,1978-06-22,"Prospect, Oregon","(42.754335, -122.4886972)",Male,14,14,61,61,White / Caucasian,63.0,120.0,Blond/Strawberry,Blue,Blue,"Brown jeans, yellow shirt
Tennis shoes",
MP7831,2004-01-29,"Estacada, Oregon","(45.2877198, -122.3351638)",Male,53,53,74,74,White / Caucasian,70.0,160.0,Brown,Blue,Blue,,
MP7777,2007-10-27,"Grants Pass, Oregon","(42.4390069, -123.3283925)",Male,47,47,65,65,White / Caucasian,66.0,125.0,Brown,Brown,Brown,"Gray/red sweatshirt and jeans
Glasses, silver frames",
MP6263,1977-07-19,"Grants Pass, Oregon","(42.4390069, -123.3283925)",Female,15,15,63,63,White / Caucasian,63.0,115.0,Brown,Hazel,Hazel,,"Piercing: Pierced ears
Scar/mark: Scar near right temple
Tattoo: Tattoo near groin
Other distinctive physical characteristic: Long toes, large teeth - wore a retainer, right arm previously broken twice"
MP6482,1975-01-12,"Portland, Oregon","(45.515232, -122.6783853)",Male,16,16,66,66,White / Caucasian,66.0,140.0,Brown,Brown,Brown,,Scar/mark: Scar - L Arm
MP14282,2001-12-11,"Newport, Oregon","(44.6367836, -124.0534505)",Male,20,20,43,43,White / Caucasian,67.0,150.0,Brown,Brown,Brown,,
MP14242,2012-03-05,"Winchester Bay, Oregon","(43.6770608, -124.1748369)",Male,48,48,60,60,White / Caucasian,74.0,195.0,Brown,Blue,Blue,,Tattoo: Left shoulder: “CELTIC BULLDOG”
MP21056,1986-07-19,"Gaston, Oregon","(45.4360527, -123.1417879)",Male,20,20,58,58,White / Caucasian,64.0,130.0,Black,Blue,Blue,,
MP20370,2002-08-13,"Grants Pass, Oregon","(42.4390069, -123.3283925)",Female,37,37,60,60,White / Caucasian,69.0,140.0,Blond/Strawberry,Hazel,Hazel,,"Piercing: Earrings
Scar/mark: Freckles on face and hand.  Scar on right wrist.
Tattoo: Tasmanian devil - heart - both on her back"
MP22992,2013-09-04,"Eugene, Oregon","(44.0431493, -123.2259181)",Male,48,48,60,60,Hispanic / Latino,60.0,150.0,Black,Brown,Brown,,
MP20041,1996-04-23,"West Linn, Oregon","(45.34790940000001, -122.6806308)",Male,51,51,80,80,White / Caucasian,69.0,160.0,Brown,Hazel,Hazel,,"Tattoo: Profile of a long-haired woman tattooed on most of left forearm

Tattoo of initials ""LB"" on upper left arm"
MP14281,2001-12-11,"Newport, Oregon","(44.6367836, -124.0534505)",Male,21,21,44,44,White / Caucasian,60.0,160.0,Brown,,,,
MP15519,1995-08-04,"Eugene, Oregon","(44.0520691, -123.0867536)",Female,38,38,67,67,White / Caucasian,64.0,110.0,Red/Auburn,Hazel,Hazel,Leopard print body suit and black knee length overalls,"Scar/mark: Freckles, scar right shoulder and upper left arm"
MP25227,2010-10-27,"Bend, Oregon","(44.0581728, -121.3153096)",Female,48,48,62,62,White / Caucasian,67.0,150.0,Blond/Strawberry,Brown,Brown,"Black purse
Black sweater with white stripe sleeves, blue jeans
White sneakers",
MP24786,1992-03-01,"Springfield, Oregon","(44.059912, -123.0179348)",Male,39,39,72,72,White / Caucasian,70.0,190.0,,Blue,Blue,,
MP21860,2001-12-27,"The Dalles, Oregon","(45.6017716, -121.1848433)",Female,31,31,54,54,White / Caucasian,67.0,110.0,Blond/Strawberry,Green,Green,,"Tattoo: Tattoo of Asian (chinese or Japanese) peace symbol on left lower back, blue outlined in red."
MP26245,2014-09-10,"Cottage Grove, Oregon","(45.1771983, -123.2395303)",Male,34,34,44,44,White / Caucasian,69.0,130.0,Brown,Blue,Blue,"Ball cap, sunglasses, hoodie",
MP25654,1992-04-22,"Portland, Oregon","(45.515232, -122.6783853)",Female,31,31,64,64,Black / African American,64.0,120.0,Black,Brown,Brown,"Black stone wash jeans, Army jacket",
MP25578,1991-01-16,"Boring, Oregon","(45.4313662, -122.3734641)",Female,39,39,73,73,White / Caucasian,63.0,140.0,Blond/Strawberry,Blue,Blue,,Scar/mark: Scars on face
MP26556,2014-10-02,"Springfield, Oregon","(44.0462362, -123.0220289)",Male,33,33,43,43,White / Caucasian,59.0,110.0,Brown,Blue,Blue,"Green Oregon Ducks sweater, light blue jeans
Black shoes","Scar/mark: Scar on lower back / right side of middle back
Tattoo: Tattoo on left chest area: Sun
Tattoo on back (left shoulder area): ""Maggie""
Other distinctive physical characteristic: No upper teeth"
MP26676,1995-03-09,"Klamath Falls, Oregon","(42.224867, -121.7816704)",Male,17,17,47,47,White / Caucasian,68.0,160.0,Blond/Strawberry,Blue,Blue,,
